timestep,set,agent,score
21168128,test,3,8.372093023255815
21594112,test,0,8.235294117647058
21594112,test,1,8.88888888888889
21594112,test,2,9.104477611940299
21594112,test,3,7.962962962962963
22020096,test,0,8.627450980392156
22020096,test,1,8.59375
22020096,test,2,8.10344827586207
22020096,test,3,8.571428571428571
22446080,test,0,8.727272727272727
22446080,test,1,8.636363636363637
22446080,test,2,8.444444444444445
22446080,test,3,8.615384615384615
22855680,test,0,8.292682926829269
22855680,test,1,8.666666666666666
22855680,test,2,8.666666666666666
22855680,test,3,8.709677419354838
23281664,test,0,8.679245283018869
23281664,test,1,8.73015873015873
23281664,test,2,9.152542372881356
23281664,test,3,7.647058823529412
23707648,test,0,8.235294117647058
23707648,test,1,7.0588235294117645
23707648,test,2,8.91304347826087
23707648,test,3,8.88888888888889
24133632,test,0,9.074074074074074
24133632,test,1,7.454545454545454
24133632,test,2,8.571428571428571
24133632,test,3,8.148148148148149
24559616,test,0,8.541666666666666
24559616,test,1,8.035714285714286
24559616,test,2,8.571428571428571
24559616,test,3,8.076923076923077
24985600,test,0,8.30188679245283
24985600,test,1,8.333333333333334
24985600,test,2,8.181818181818182
24985600,test,3,8.867924528301886
